id,category,question,answer,url,keywords
Q067,三、畢業相關,畢業離校程序有哪些？,"大學部
依教務處公告時間請上網查詢各項「未完成」事項檢核，並於辦理期間完成畢業生流向問卷填寫、圖書及器材歸還等各項離校事宜。
查詢路徑：學生教務系統→學籍作業→SB0107離校手續資訊查詢
相關辦理時程及注意事項，請參閱教務處每學期公告。

研究所
已完成學位考試及論文之研究生，應於規定期限內辦理離校：
第一學期：1月31日前；第二學期：7月31日前 (已申請論文延繳者：得延長至8月31日前)
辦理離校前，須完成論文上傳及畢業流向問卷填寫，並線上預約離校辦理時間；於預約時段攜帶學生證及論文至教務處辦理離校手續。
相關辦理時程及注意事項，請參閱教務處每學期公告。",,三、畢業相關 教務處 待分派
Q068,三、畢業相關,通識累積學分超過規定學分會列入畢業學分裡嗎？,各學系畢業條件如另有規定，以該學系規定為準；未另有規定者，原則上依各入學年度適用計畫，完成應修通識學分數及領域後，其餘通識學分可列入外系學分計算。,,三、畢業相關 教務處 待分派
Q069,三、畢業相關,畢業學分計算(我差多少學分可以畢業),"請查詢所屬學系（組）、學位學程公告的畢業學分規定，才能知道自己確切還差多少學分。
原因是：畢業學分基本由必修（校訂、系訂、院訂等）、選修（專業選修）、通識、外系選修四大類別組成，各學系規定的學分數字都不一樣，只能提供全校最低標準當作參考基準，無法取代各系的實際規定。各學系（組）、學位學程可能訂有更高的畢業學分數，或各類別學分的最低配置（例如必修至少要多少學分、選修至少要多少學分），並非學分總數達標就一定符合畢業條件。
全校最低學分規定（僅供參考，非各系實際數字）：

大學部：應修學分總數不得少於128學分（各系得酌予提高，第17條）
碩士班：至少應修30學分（不含論文，第65條）
博士班：至少應修18學分（不含論文，第65條）
請依下列狀況查詢資訊：
所有學生都須先查詢所屬學系（組）、學位學程之課程計畫表／畢業學分要求表（依入學年度版本為準），逐類別（必修、選修、通識、外系選修）核對已修與應修學分差距。若屬以下特殊狀況，還須額外確認：

有抵免學分（例如轉學生）：抵免後的學分分類可能與原課程不同，須另洽系辦確認實際列入哪個類別、還缺多少。
有輔系或雙主修：本系、輔系、雙主修學分分開核算、互不認抵，須另對照輔系／雙主修學系的課程計畫表，確認規定學分數。
轉系（組）學生：須另洽轉入學系系辦，確認原系學分採認方式及轉入學系畢業條件。
提醒：畢業條件不是只有「學分修滿」，部分學系（組）、學位學程另訂有非課程類畢業條件（例如外語能力檢定、實習時數、專題／論文考核通過等）。學分修滿≠一定能畢業，務必同步向系辦確認完整畢業條件。",,三、畢業相關 教務處 待分派
Q070,三、畢業相關,缺上學期課程，我可以下學期修兩次抵上學期學分嗎?,全學年課程重補修原則：缺上學期補上學期、缺下學期補下學期。,,三、畢業相關 教務處 待分派
Q071,三、畢業相關,符合畢業資格的話學校會正式通知嗎？或是系統上哪裡可以查詢是否符合資格嗎？,"學校不會主動發送正式通知告知學生是否符合畢業資格，需由學生自行查詢確認。
查詢方式：
可至教務系統查詢歷年成績，逐一核對必修、選修、通識、外系選修等各類別學分是否修畢，並比對所屬學系（組）、學位學程規定的畢業學分要求。
提醒：
若必修課程因重補修或停開，導致修課狀況特殊、無法確認學分採計方式，請直接洽詢該課程開課單位確認處理方式。",,三、畢業相關 教務處 待分派
Q072,三、畢業相關,剩餘休學與修業時間？最晚應該畢業是什麼時候？,"依學則規定，大學部各學系、學位學程修業年限均為四年,因未修或已修不及格須重(補)修者,得延長修業年限至多兩年;學生因碩士班修業年限為一至四年;博士班修業年限為二至七年。休學累計以二學年為原則。故依個人狀態計算之。",,三、畢業相關 教務處 待分派
Q073,三、畢業相關,學位口試怎麼申請/撤銷？,請依學位考試規章辦法規定時間向系辦申請，因涉及學籍狀態，若無法舉行至遲於訂定學位考試日期之前二週申辦撤銷,,三、畢業相關 教務處 待分派
Q074,三、畢業相關,論文指導教授/口試委員可以更換嗎？,"可以，研究生因特殊原因更換論文指導教授或口試委員時,應填具申請表,於規定期限內提出申請。","https://drive.google.com/file/d/16DOSVTHNspqls_i-Cj4-zII-BCkl9Lym/view
https://drive.google.com/file/d/1NbtKRjalralY3wjoElIb4orlvfy7f32Z/view",三、畢業相關 教務處 待分派
Q075,三、畢業相關,學位口試可以更改題目嗎？,題目修改須經指導教授暨口試委員同意，建議於學位口試舉行時與指導教授確認並同時修改。,,三、畢業相關 教務處 待分派
Q076,三、畢業相關,論文比對要怎麼做？要用哪個系統？,請定期上圖書館的論文系統網頁，每學期皆有公告並提供比對系統以利參考,https://cloud.ncl.edu.tw/shu/,三、畢業相關 教務處 待分派
Q077,三、畢業相關,學位考試成績報告單上面的比對相似度門檻？要填何時的比對報告數字？,口試成績係當日舉行後由各委員評比，若有論文仍待修改，指導教授暨口試委員仍應負責參考定稿最終比對結果，以符合學位倫理之最終精神。依學位考試辦法第七條，學位考試委員會有審查抄襲及舞弊之責。,,三、畢業相關 教務處 待分派
Q078,三、畢業相關,審議書上延後公開時限怎麼填寫？延後公開審查表怎麼寫？,依據教育部臺教高通字第1142201506號來函規定，一次至多五年，指導教授暨口試委員應依來函規定審查，以符合學位倫理之最終精神,,三、畢業相關 教務處 待分派
Q079,三、畢業相關,學術倫理要去哪裡上課？,教育部臺灣學術倫理教育資源中心,https://ethics.moe.edu.tw/,三、畢業相關 教務處 待分派
Q081,三、畢業相關,學位口試如果不通過會怎麼樣？,請參考學位考試規章辦法及學則規定，若修業年限未屆滿且符合重考標準者，得申請重考一次；達二次不及格，應令退學,,三、畢業相關 教務處 待分派
Q082,三、畢業相關,學位口試申請時間？,第一學期自研究生完成該學期註冊手續起，至11月30日止；第二學期自研究生完成該學期註冊手續起，至4月30日止。,https://drive.google.com/file/d/1PyHJELw9anoeO4MRhHuPPsIZBUhIU7K3/view,三、畢業相關 教務處 待分派
Q083,三、畢業相關,論文修改最晚可以到什麼時候？,"已完成學位考試及論文之研究生，應於規定期限內辦理離校：
第一學期：1月31日前；第二學期：7月31日前 (已申請論文延繳者：得延長至8月31日前)
若無法於期限內完成論文繳交，應於下學期辦理註冊，各項選課註冊事宜依相關規定辦理。",,三、畢業相關 教務處 待分派 A01-世新大學學則(1150422校務會議通過).pdf
Q084,三、畢業相關,研究所可以下修大學部的課程嗎？要怎麼申請？,"依世新大學學則第61、62條規定，研究生如因專業背景不足，得依系所相關規定補修大學部基礎課程；
實際補修科目及辦理方式，仍應依所屬系、所、學位學程之規定辦理。",,三、畢業相關 教務處 待分派 A01-世新大學學則(1150422校務會議通過).pdf
Q085,三、畢業相關,錯過學校公告的領取畢業證書時間，我可以什麼時候去領取？,教務處每學期會公告當學期領取畢業證書相關事宜，請依公告時間由本人持學生證及印章至教務處領取。,,三、畢業相關 教務處 待分派
Q086,三、畢業相關,畢業學分門檻是128學分，我只要修滿128學分就可以畢業嗎？有些必修課不喜歡改用選修學分補可以嗎？,"1.本校採用學年學分制，大學部各學系、學位學程修業年限均為四年，應修學分總數，不得少於一二八學分，惟各系、學位學程視實際需要，得經教務會議通過後，酌予提高。學生修業期滿，經修滿各學系、學位學程規定畢業所需之必修及選修課程學分且符合各學系、學位學程畢業條件，各學期操行成績均及格
者，准予畢業。
2.請參考所屬的入學適用課程計畫表，完成相關的課程修習，並滿足所有的畢業條件。
3.必修課程無法以選修科目之學分進行替換。",https://drive.google.com/file/d/1bu4GTasVwOimHqbYX7c1bsuiNkFWKjyS/view,三、畢業相關 教務處 待分派
Q087,三、畢業相關,懷孕/育嬰的休學怎麼申請？時間怎麼算？,懷孕、分娩或撫育三歲以下子女的休學申請與一般程序相同，僅需另外檢附媽媽手冊、各級醫院出具之相關證明或戶口名簿即可辦理。,https://drive.google.com/file/d/1bu4GTasVwOimHqbYX7c1bsuiNkFWKjyS/view,三、畢業相關 教務處 待分派
Q088,三、畢業相關,時間到了但我的論文寫不出來，可以申請延長休學或就學嗎？(各種狀況),"總共有多少時間可以運用？
碩士班：最長可註冊4年（8學期），可申請休學2年（4學期）
碩士在職專班：最長可註冊6年（12學期），可申請休學2年（4學期）
博士班：最長可註冊7年（14學期），可申請休學2年（4學期）
*註1：碩士在職專班之6年上限，係依「碩士班基本修業年限4年」加計「在職生得延長修業期限最多2年」計算而得（第64條）。
*註2：申請學位考試及提交論文，須於在學（註冊）狀態下提出，休學期間無法辦理相關申請。

也就是說，用掉休學年限，把「可註冊年限」用完，論文還沒完成，就會被退學（第70條）。

實際上你可以怎麼運用這些時間？
只差論文、其他都修完了：可以申請休學專心寫論文（第71條）。若休學前已完成註冊繳費，退費將依當學期休退學退費標準辦理，並非全額退還。
休學累計上限2年，如有重病或特殊事故需經專案申請核准，最多再延2年（第38條）
提醒：可註冊年限與休學年限是分開計算的兩種額度，休學不能取代或延長可註冊年限的上限。若打算申請學位考試或提交論文，記得該學期須維持在學（註冊）狀態。建議提早規劃時間表，盡早與指導教授討論論文進度。",https://drive.google.com/file/d/1bu4GTasVwOimHqbYX7c1bsuiNkFWKjyS/view?usp=drive_link,三、畢業相關 教務處 待分派
Q089,三、畢業相關,研究生離校手續本人到校還需要帶印章嗎?(離校整體流程及應備物品),"本人親自辦理者：若未攜帶印章，可親簽辦理。委託辦理則備妥委託書、委託人身分證件、學生證、印章及論文

適用對象：碩士班、博士班及碩士在職專班已通過學位考試及完成論文上圖書館。
離校辦理時間：當學期成績公告日起至7月31日，依辦公時間到校辦理。（已申請論文延繳者，得延長至115年8月31日前辦理離校）
辦理離校相關單位：圖書館、學務處、社會資源發展中心、系所辦公室、總務處出納組、教學發展中心等。
（原住民生、陸生、僑生、港澳生及外國學生須另加辦：原住民資源中心、國際暨兩岸事務處等單位）

離校流程及應辦事項：
1.完成圖書館論文上傳作業
2.上傳完成後，印好論文
3.完成應屆畢業生流向問卷填寫
4.依公告線上預約辦理離校時間，或電洽教務處註冊課務組
5.依預約時間，攜帶學生證及印好之論文至教務處辦理離校手續
依上列相關單位，逐一辦理結清及確認事項

提醒：經具函申請延繳核可之研究生，得自8月1日至8月31日辦理離校；未完成離校者，次學期應註冊。若修業年限屆滿仍未繳交論文及辦理離校手續，依學位考試規章辦法提報後續退學作業。",,三、畢業相關 教務處 待分派 學位考試規章辦法、學則https://oaa.web.shu.edu.tw/%e8%a8%bb%e5%86%8a%e8%aa%b2%e5%8b%99/%e8%a8%bb%e5%86%8a%e8%aa%b2%e5%8b%99%e7%b5%84%e8%a6%8f%e7%ab%a0
Q090,四、成績與學籍,成績何時公布？,學期成績查詢相關時程，請參考教務處網頁行事曆之學期成績公告日。,,四、成績與學籍 教務處 待分派
Q091,四、成績與學籍,成績有疑問怎麼申請複查？,"1.學生如對成績有疑義，須於成績公告後一週內，經開課系所向授課教師提起複查。授課教師應於接獲開課系所通知次日起十日回覆，並由開課系所轉達學生處理結果。
2.學生獲知複查結果仍有異議，應檢附評分或成績計算方式明顯不當之證明，至教務處提
出「學生成績疑義陳述處理單」，由教務處會同開課系所主管及授課教師召開專案會
議。學生對於會議結果如仍不服,得依本校學生申訴處理辦法提出申訴。",https://drive.google.com/file/d/13DmTmkqOmt4cHsM0OwdZDu3Mpjg3N4sY/view,四、成績與學籍 教務處 待分派
Q092,四、成績與學籍,操行成績如何計算？,"操行成績會依據同學的獎懲紀錄、出缺席與平時表現進行加減分。
詳細計算標準請參考生輔組官網：👉 https://reurl.cc/RRrNMx。",,四、成績與學籍 待分派 生輔組獎懲及操行網址：https://reurl.cc/RRrNMx。
Q093,四、成績與學籍,請假會影響成績嗎？,學生因故不能上課，需依規定請假，請假經核准者為缺課，未經請假或請假未准為曠課，依本校學則第24條，學生請假課任教師仍有權則可依自己評分標準決定分數，惟為避免爭議，教師應於課程大綱中明訂學生請假之評分標準。,,四、成績與學籍 待分派
Q094,四、成績與學籍,公假、防疫公假怎麼請？要請假時超過系統開放日期怎麼辦？,按世新大學學生請假辦法第五條之十，學生有下列各款情形之一者，應事前申請公假並由系、所或相關單位呈核，經學生學務長核可。(一)經選派代表學校參加校外活動，而有政府機關或相關團體出具之證明文件者。(二)經選派代表學校參加校外活動，而有相關業管行政單位簽報者。(三)由本校行政或學務單位選派擔任公務，經簽報核准者。(四)應役政或其他政府機關之要求或邀約，出具證明文件者。(五) 法定傳染病經各級衛生主管機關認定，應強制隔離者或配合防疫措施從事防疫工作之必要者，應檢具診斷證明以申請防疫公假。依規定於簽報核准後須於10日內完成線上申請，逾期申請改由個人事假實施申請。,,四、成績與學籍 待分派
Q095,四、成績與學籍,休學、復學、退學如何辦理？系統開放、關閉時間？,"休學、退學
當學期辦理休學、退學，需至山洞口休退學系統提出申請，完成第一階段晤談後，須至教務處辦理第二階段紙本程序，經核准後得休學一學期或一學年。
申請時間：當學期開始日即開放申請，至遲應依本校行事曆訂定之期末考試日期開始前提出。
復學
休學生於休學期滿時，應復學生的各項選課註冊事宜依相關規定辦理，不需另做申請。
如休學期限未到，申請提前復學，請與所屬系辦公室聯繫，申請提前復學。",,四、成績與學籍 教務處 待分派 A01-世新大學學則(1150422校務會議通過).pdf
Q096,四、成績與學籍,學籍證明、在學證明如何申請？,"在校生可於每學期開學後登錄學生教務系統自行列印。
(路徑：世新大學首頁→在校生→學生教務系統→學籍作業→在學證明)",https://drive.google.com/file/d/14Hiyad-FpRQ6M9cmbPkU36oCTmJ_-7nd/view,四、成績與學籍 教務處 待分派
Q097,四、成績與學籍,成績單、畢業證書、肄業證書申請,請參閱世新大學教務處網頁→「證件申請專區」內各項說明。,https://oaa.web.shu.edu.tw/%e6%a0%a1%e5%8f%8b%e7%94%b3%e8%ab%8b%e8%a1%a8%e6%a0%bc%e5%b0%88%e5%8d%80,四、成績與學籍 教務處 待分派
Q098,四、成績與學籍,停修該如何申請？會影響我的學期成績嗎？,"依世新大學選課辦法第八條規定:學生於當學期期中考後二週內可辦理停修。
申請方式為線上申請：世新大學網站 → 在校生 → 資訊服務 → 學生教務系統 → 登入 → 課務作業 → SC0116「學生申請停修課」
停修課程的學分不計入該學期修習學分總數，但停修的課程不會從成績單上消失，而是會在該科成績欄註明：「停修」",https://oaa.web.shu.edu.tw/%E8%A8%BB%E5%86%8A%E8%AA%B2%E5%8B%99/%E8%AA%B2%E5%8B%99%E6%A5%AD%E5%8B%99%E5%85%AC%E5%91%8A/%E8%A8%BB%E5%86%8A%E9%81%B8%E8%AA%B2%E6%89%8B%E5%86%8A,四、成績與學籍 教務處 待分派
Q099,四、成績與學籍,我今年大四也考上研究所，但四年級下學期成績出來後發現還缺學分無法畢業，我可以用研究所的課補大學部缺的學分嗎？,大四應屆畢業生因故未能如期取得學士學位，即不具備研究所入學資格。,,四、成績與學籍 教務處 待分派
Q100,四、成績與學籍,期中/期末缺考怎麼辦？,"期中缺考依該課程授課教師規定為主；期末考試因病或有其他重大事故,不能參加同學，須向教務處請假，而經核准得申請補考者,由授課教師出題且由教務處統一安排學生補考。",,四、成績與學籍 教務處 待分派 世新大學學生成績處理要點https://drive.google.com/file/d/13DmTmkqOmt4cHsM0OwdZDu3Mpjg3N4sY/view
Q101,五、獎助學金,有哪些獎學金可以申請？,"學校提供豐富的獎助學金資源，歡迎依需求點擊查詢：

校內獎助學金：請參閱「生輔組獎助學金專區」https://reurl.cc/rkDzk4。
校外獎助學金：請登入「獎助學金公告/查詢系統」https://reurl.cc/016eb。（登入查詢：僅限本校教職員生，需登入世新山洞口權限）
📖 系統操作指南：歡迎參閱「獎助學金公告系統操作流程 [學生版]」https://reurl.cc/p81Ggb。",,五、獎助學金 學務處 待分派 生輔組「獎助學金專區」網址：https://reurl.cc/p81Ggb。
Q102,五、獎助學金,申請資格是什麼？,"各項獎學金的門檻（如學業成績、家境條件等）皆有不同規定。

請依以下步驟查詢：
1.登入獎助學金公告系統。
2.找到想申請的獎項，點擊「詳細辦法」或相關連結確認資格。
📖 系統操作指南：請參閱 獎助學金公告系統操作流程（學生版）https://reurl.cc/p81Ggb。",,五、獎助學金 學務處 待分派 獎助學金公告系統操作流程【學生版】網址：https://reurl.cc/p81Ggb。
Q103,五、獎助學金,什麼時候開始受理？,各項獎助學金申辦起訖日都不同，請同學登入獎助學金公告系統，詳閱各項獎助學金之「申請開始日」或「申請截止日」。【操作方法】請參閱獎助學金公告系統操作流程[學生版]https://reurl.cc/p81Ggb。,,五、獎助學金 學務處 待分派 獎助學金公告系統操作流程【學生版】網址：https://reurl.cc/p81Ggb。
Q104,五、獎助學金,需要哪些文件？,各項獎助學金申辦文件不同，請同學登入獎助學金公告系統，詳閱各項獎助學金之「詳細辦法」與「申請表格」。【操作方法】請參閱獎助學金公告系統操作流程[學生版]https://reurl.cc/p81Ggb。,,五、獎助學金 學務處 待分派 獎助學金公告系統操作流程【學生版】網址：https://reurl.cc/p81Ggb。
Q105,五、獎助學金,工讀機會有哪些？,同學以自己的學號帳號進入山洞口系統（校內工讀/實習平台）不定時瀏覽各行政單位、圖書館或各系公告的工讀生徵才資訊。,,五、獎助學金 學務處 待分派
Q106,六、活動與系務,系週會一定要參加嗎？,依據世新大學操性成績實施要點第六條：學生除已完成請假程序者外，系週會缺席酌予扣減操性成績，每缺席1次扣減1分。,,六、活動與系務 學務處 待分派
Q107,六、活動與系務,系上有哪些活動？,學校會不定期辦理講座、競賽、參訪、交流及各類學生活動，相關資訊請留意校內公告。,,六、活動與系務 院系所 待分派
Q108,六、活動與系務,系學會如何加入？,可依系學會公告之招募方式申請加入，詳細資訊請洽系學會或留意相關公告。,,六、活動與系務 院系所 待分派
Q109,六、活動與系務,專題發表什麼時候舉辦？,專題發表時間依各系所規劃辦理，請留意系所公告及相關課程通知。,,六、活動與系務 院系所 待分派
Q110,六、活動與系務,畢業展相關規定為何？,畢業展之作品規範及相關時程，依各系所當年度規定辦理，請留意系所公告。,,六、活動與系務 院系所 待分派
Q111,七、教室與設備,怎麼借專業空間(攝影棚及錄音室)？,"使用人（單位）應透過本校「空間借用系統」提出申請，並依教學資源組公告之申請範例，檢附用途說明、活動企劃書或相關資料。
範例：https://reurl.cc/4NqxyY",,"七、教室與設備 教務處 待分派 世新大學專業教室使用規範
https://reurl.cc/Ym0nEO"
AUTO-b88403158828,七、教室與設備,專業空間假日有開放嗎?,"任何教職員及學生欲在學期間之周末假日辦理課程或活動使用時，皆須以簽報方式申請(學生請授課老師代為申請)，並檢附用途說明、活動企劃書或相關資料。詳情請看世新大學專業教室使用規範
第六項之相關規定。",,"七、教室與設備 教務處 世新大學專業教室使用規範
https://reurl.cc/Ym0nEO"
AUTO-2f45cd810352,七、教室與設備,借用攝影棚、錄音室前一天，可以先暫放器材或道具嗎?,非核可之借用時段不得逗留或放置未經允許之物品，包含個人物品、廢棄物、器材、道具等。,,七、教室與設備 教務處
AUTO-1ffd0ee3dc27,七、教室與設備,那些是專業空間?裡面又有哪些設備?,可以到教學發展中心網站的專業實習教室頁面取得相關資訊。,,"七、教室與設備 教務處 專業實習教室空間及設備說明
https://cte.web.shu.edu.tw/tlrd/tlrdform-2/laboratory-3"
Q112,七、教室與設備,教室沒有冷氣?,教室均設有冷氣空調設備。為配合政府節約能源政策，冷氣使用依室內溫度及實際上課需求開啟，並依相關節能規定設定適當溫度。如遇冷氣無法啟動、冷度不足或設備故障等情形，請立即透過報修系統或報修專線(82110)提出報修，總務處接獲通報後將立即派員檢修處理。,https://ap0.shu.edu.tw/WebApp/my13Repair/Home13.aspx (透由山洞口帳號登入報修系統)，或報修專線82110,七、教室與設備 總務處 已完成
Q113,七、教室與設備,投影機壞掉怎麼辦?,投影機壞掉的可能性有：投影機無法開機，投影機無畫面，投影畫面模糊，投影畫面偏色等狀態，排除方式各有不同，敬請參閱圖資處網站FAQ的投影問題：https://cc.web.shu.edu.tw/ccfaq/#av,,"七、教室與設備 圖資處 已完成 【圖資處網站說明】
https://cc.web.shu.edu.tw/ccfaq/#av"
Q114,七、教室與設備,攝影器材、錄音設備如何借用？,請至本校資訊服務整合入口(簡稱山洞口)進入設備借用系統填寫申請表，經核可後，應持本人學生證(或其他貼照片之身分證明)至教學資源組完成領取程序。,,"七、教室與設備 教務處 待分派 世新大學一般及專業器材借用辦法
https://reurl.cc/k9aQ5r"
Q115,七、教室與設備,電腦教室開放時間？,"電腦教室在0800~2200(圖書館須配合開館及閉館時間)的空堂時間，都是開放可以使用的。
圖書館L406開放週末不斷電算圖服務，因要配合開課時間，敬請注意每學期的公告開放時間。",,七、教室與設備 圖資處 待分派
Q116,七、教室與設備,器材損壞怎麼辦？,學生損壞影視類一般與專業器材，應立即先通知教學資源組，並依毀損狀況判定賠償金額或恢復原狀，相關辦法請查閱「世新大學一般及專業器材借用辦法」。,,"七、教室與設備 教務處 待分派 世新大學一般及專業器材借用辦法
https://reurl.cc/k9aQ5r"
Q117,七、教室與設備,怎麼進去研究生自修室？,研究生自修室之使用，透由所屬院系所辦公室提出申請，由各院系所負責使用資格審核及管理；相關開放時間、門禁權限及使用規範，請洽所屬院系所辦公室詢問。,,七、教室與設備 總務處 待覆核
Q118,七、教室與設備,假日/下課後借用教室有冷氣嗎？,"教室借用請依本校「空間借用系統」提出申請。例假日一般教室原則僅開放 G棟借用；上課期間各大樓教室借用時間，以不超過當日末堂課節次為限。
冷氣開放依本校節能管理原則辦理，借用人數10人以下、氣溫低於23℃，以及非上班、上課、未排課或未開放借用時段之大樓，原則不開放冷氣。
同一時段、同一活動以借用 2間教室 為限。相關單位將不定期巡視，如發現未依申請內容使用或有未如實借用情形，得取消後續借用資格。
另開學前兩週因應選課及教室調整，暫不開放教室借用；空間借用相關附件（如企劃書等）請以PDF格式上傳。相關問題請洽校內分機 83813、82115。",https://ap.shu.edu.tw/SHU_SPACE_LOAN/Login.aspx?Logout=1  空間借用,七、教室與設備 總務處 已完成
Q119,八、教師相關,老師辦公室在哪裡？,可至系所網站「師資介紹」查詢老師的辦公室位置,,八、教師相關 院系所 待分派
Q120,八、教師相關,怎麼聯絡老師？,可透過Email或是老師公告的聯絡方式與老師聯繫，老師Email可至師資介紹頁面查詢,,八、教師相關 院系所 待分派
Q121,八、教師相關,老師Office Hour是什麼時候？,各老師Office Hour時間不同，請至教務系統查詢。,,八、教師相關 院系所 待分派
Q122,八、教師相關,如何預約老師討論？,可透過Email或是老師公告的聯絡方式與老師聯繫，老師Email可至師資介紹頁面查詢,,八、教師相關 院系所 待分派
Q123,八、教師相關,推薦信如何申請？,請先確認申請學校或單位的推薦信要求，並提前與老師聯繫，提供相關資料及申請截止日期。,,八、教師相關 院系所 待分派
Q124,八、教師相關,老師為什麼不回我EMAIL？,老師可能因授課、會議或研究工作無法即時回覆，建議耐心等待；如有急件，可再禮貌提醒老師。,,八、教師相關 院系所 待分派
Q125,八、教師相關,老師不給我請身心假/生理假怎麼辦？,按世新大學學生請假辦法第五條之四：四、心理調適假：學生因心理不適或精神狀況不佳，致上課有困難時，應於當日向導師請心理調適假，無需檢附證明文件。心理調適假每學期至多三日為限，以一日為單位。五：生理假：學生因生理期不適，得於當日向授課老師請生理假，無需檢附證明文件。生理假每月得請二次，每次一天。,,八、教師相關 待分派
Q127,九、行政文件,文件需要哪些核章？,依不同申請文件規定辦理，請先確認表單上的核章欄位及辦理流程,,九、行政文件 院系所 待分派
Q128,九、行政文件,系主任何時有空簽名？,依主任行程而定，建議盡早辦理,,九、行政文件 院系所 待分派
Q129,九、行政文件,公文或證明多久可以完成？,依文件種類及簽核流程而定，一般需數個工作天，建議盡早辦理,,九、行政文件 院系所 待分派
Q130,九、行政文件,學生證不見怎麼辦？,"1.學生證如為毀損或消磁(非遺失)需辦理新證，請持原證至教務處確認晶片功能，暫勿上網掛失。
2.學生證事涉小額繳款及各類個人功能，如確認遺失棄用，請先上網註銷卡片的晶片功能，以利保護個人權益。
3.學生證遺失上網掛失步驟：請以學生身分登錄世新山洞口進行掛失作業。
(路徑：世新山洞口→左側功能列下方「校園IC卡服務」→校園IC卡使用暨掛失登錄說明→閱讀後點選下方「我已瞭解掛失功能」後進入掛失填報頁面)
提醒您！一經掛失，即向悠遊卡公司申請退費並同時註銷該卡片之晶片功能，故無法進行「取消掛失」功能。
4.如欲補發新證，請至行政大樓二樓教務處填寫「學生證補發申請單」，工本費為350元(持悠遊卡者可使用「繳費服務機」繳費，持現金者可至1樓「總務處出納組」繳費)，完成繳費後持申請單至圖書館註銷舊證之借書功能。
5.完成以上程序後，請務必將申請單送回教務處申請補發新證。
6.學期間請於10個工作天後，持「臨時學生證」至行政大樓教務處櫃台領取新證；寒、暑假領取時間另訂。學生證補發期間之借書、停車及體適能中心各項功能使用，請逕洽詢各相關業務單位。",https://oaa.web.shu.edu.tw/%e8%a8%bb%e5%86%8a%e8%aa%b2%e5%8b%99/%e8%aa%b2%e5%8b%99%e8%a8%bb%e5%86%8a%e7%b5%84%e5%95%8f%e7%ad%94%e9%9b%86,九、行政文件 教務處 待分派
Q131,十、交換、海外學習,如何申請交換學生？,"世新大學在學學生如欲申請赴外交換，可依下列流程辦理：
1.確認申請資格：在世新修業滿一學期、具正式學籍，歷年總平均達 75分以上或累計班排名前 50%，並符合欲申請姊妹校的語言及其他條件。
2.選擇交換學校：至國際事務中心網站查看最新「姊妹校手冊」，確認交換期間、名額、語言門檻及課程限制。
3.準備申請資料：包括交換生申請表、自傳與讀書計畫、英文歷年成績單、英文在學證明、語言檢定證明及其他相關文件。
4.完成線上申請及繳交資料：依當學期公告填寫電子申請表、上傳PDF，並繳交規定的紙本資料。
5.參加校內甄選：甄選包含書面審查及面試，兩者各占 50%。通過校內甄選後，由學校向姊妹校提名，最終仍須取得姊妹校正式錄取。
原則上是前一學期申請下一學期赴外交換：春季班通常約6月底至9月申請；秋季班約1月中至2月申請，實際日期以每學期公告為準。",,十、交換、海外學習 待分派 世新大學交換學生甄選作業要點
Q132,十、交換、海外學習,有哪些合作學校？,每學期實際開放交換的學校、名額及語言條件可能不同，請以當學期「赴外交換計畫」及「姊妹校手冊」公告為準。,https://global.web.shu.edu.tw/exchange-c1/2027%e6%98%a5%e5%ad%a3%e7%8f%ad%e8%b5%b4%e5%a4%96%e4%ba%a4%e6%8f%9b%e8%a8%88%e7%95%ab%e7%94%b3%e8%ab%8b-2-2-2/,十、交換、海外學習 待分派
Q133,十、交換、海外學習,出國修課可以抵學分嗎？,學生經核准至他校交換選課，修課期滿，應取得具交換大學所修習之全部科目及學分數之正式成績單或證明書，連同「交換學生校外選課修畢科目學分及成績認定申請單」，於返校一個月內送請系所認定後，送教務處以完成全部程序。,,十、交換、海外學習 教務處 待分派 E02 交換學生校外選課修畢科目學分及成績認定申請單.pdf
Q134,十、交換、海外學習,認抵學分的流程？,學生經核准至他校交換選課，修課期滿，應取得具交換大學所修習之全部科目及學分數之正式成績單或證明書，連同「交換學生校外選課修畢科目學分及成績認定申請單」，於返校一個月內送請系所認定後，送教務處以完成全部程序。,,十、交換、海外學習 教務處 待分派 E02 交換學生校外選課修畢科目學分及成績認定申請單.pdf
Q135,十、交換、海外學習,海外實習如何申請？,"申請海外實習一樣要經由系上評估確認合作機構。
海外交換或交流活動，如實質上僅為促進語言能力、提昇國際視野、生活體驗、度假打工之目的，不應以「實習課程」名義前往並取得實習學分。
倘實習機構為跨國企業，請學校優先考量非屬外交部旅遊警示燈，為黃、橙及紅燈國家之機構合作；若經學校評估後，前往大陸地區進行校外實習，應依「臺灣地區與大陸地區人民關係條例」第33-1條規定，先報經教育部許可，始能與大陸地區進行實習合作。
海外實習流程比國內複雜，建議至少提前一學期聯繫，才有充分時間完成機構審核、契約簽訂、簽證及保險等作業。",,十、交換、海外學習 待分派
Q136,十、交換、海外學習,出國交換要辦離校手續嗎？,"不用。赴外交換期間仍具有世新大學學籍，須依規定完成註冊並繳交全額學雜費，因此不需要辦理離校手續。出發前則須依國際事務中心通知完成行前說明會及相關程序。
另外，官網上的「離校程序單」主要是提供來世新交換與研修的境外學生，在結束世新研修離校前辦理，不是世新學生出國交換所用。",,十、交換、海外學習 待分派
